stop_id	stop_name	stop_lat	stop_lon	fromNode	toNode	Distance	PulloutCapacity	TimePoint	PassengerCapacity
3070	Balboa_St_&_Park_Presidio_Blvd	37.776895	-122.472227	0	0	0	0	1	100
3071	Balboa_St_&_Park_Presidio_Blvd	37.776788	-122.472411	0	0	0	0	1	100
3072	Broderick_St_&_Bay_St__	37.801541	-122.444798	0	0	0	0	1	100
3074	Broderick_St_&_Beach_St__	37.803415	-122.445176	0	0	0	0	1	100
3075	Broderick_St_&_Francisco_St__	37.800622	-122.444603	0	0	0	0	1	100
3076	Broderick_St_&_Jefferson_St__	37.804343	-122.44536	0	0	0	0	1	100
3077	Broderick_St_&_North_Point_St_	37.802478	-122.444982	0	0	0	0	1	100
3082	Broadway_&_Grant_Ave__	37.797831	-122.406345	0	0	0	0	1	100
3084	Broadway_&_Montgomery_St__	37.798134	-122.40396	0	0	0	0	1	100
3085	Broadway_&_Steiner_St__	37.794131	-122.436442	0	0	0	0	1	100
3086	Broadway_&_Steiner_St__	37.794056	-122.436278	0	0	0	0	1	100
3087	Broadway_&_Stockton_St__	37.797591	-122.408294	0	0	0	0	1	100
3088	Beale_St_&_Howard_St___	37.789805	-122.394289	0	0	0	0	1	100
3089	Beale_St_&_Mission_St___	37.79175	-122.3967	0	0	0	0	1	100
3090	Beach_St_&_Divisadero_St__	37.803629	-122.443674	0	0	0	0	1	100
3092	Beach_St_&_Mason_St__	37.807407	-122.414125	0	0	0	0	1	100
3093	Beach_St_&_Polk_St___	37.806375	-122.423195	0	0	0	0	1	100
3094	Beach_St_&_Scott_St___	37.80378	-122.44258	0	0	0	0	1	100
3095	Beach_St_&_Stockton_St__	37.807841	-122.41081	0	0	0	0	1	100
3096	Bemis_St_&_Moffitt_St___	37.736655	-122.431181	0	0	0	0	1	100
3103	3rd_St_&_20th_St__	37.76079	-122.38846	0	0	0	0	1	100
3104	3rd_St_&_20th_St__	37.76059	-122.3887	0	0	0	0	1	100
3107	3rd_St_&_23rd_St__	37.75569	-122.3879	0	0	0	0	1	100
3108	3rd_St_&_23rd_St__	37.75506	-122.3881	0	0	0	0	1	100
3113	3rd_St_&_Bayview_St__	37.73228	-122.391559	0	0	0	0	1	100
3114	3rd_St_&_Brannan_St___	37.779285	-122.393185	0	0	0	0	1	100
3115	3rd_St_&_Carroll_Ave___	37.72567	-122.3943	0	0	0	0	1	100
3116	3rd_St_&_Carroll_Ave___	37.7253	-122.3942	0	0	0	0	1	100
3123	3rd_St_&_Evans_Ave__	37.74244	-122.38815	0	0	0	0	1	100
3124	3rd_St_&_Folsom_St___	37.783998	-122.399097	0	0	0	0	1	100
3127	3rd_St_&_Hudson_Ave___	37.74012	-122.3887	0	0	0	0	1	100
3128	3rd_St_&_Howard_St___	37.784945	-122.400254	0	0	0	0	1	100
3129	3rd_St_&_Innes_Ave___	37.73932	-122.38926	0	0	0	0	1	100
3134	3rd_St_&_La_Salle_Ave___	37.737213	-122.389803	0	0	0	0	1	100
3135	3rd_St_&_Kirkwood_Ave	37.737927	-122.389619	0	0	0	0	1	100
3136	3rd_St_&_Stevenson_St	37.786373	-122.40211	0	0	0	0	1	100
3137	3rd_St_&_Market_St__	37.787632	-122.403439	0	0	0	0	1	100
3141	3rd_St_&_Palou_Ave___	37.734091	-122.390928	0	0	0	0	1	100
3143	3rd_St_&_Oakdale_Ave	37.734787	-122.390721	0	0	0	0	1	100
3144	3rd_St_&_Perry_St___	37.782704	-122.39747	0	0	0	0	1	100
3145	3rd_St_&_Revere_Ave___	37.73225	-122.39146	0	0	0	0	1	100
3146	3rd_St_&_Salinas_Ave__	37.72078	-122.39649	0	0	0	0	1	100
3149	3rd_St_&_Van_Dyke_Ave___	37.729238	-122.392593	0	0	0	0	1	100
3150	3rd_St_&_Williams_Ave__	37.729166	-122.392776	0	0	0	0	1	100
3153	4th_St_&_3rd_St___	37.772966	-122.389694	0	0	0	0	1	100
3156	4th_St_&_Brannan_St___	37.778305	-122.396602	0	0	0	0	1	100
3158	4th_St_&_Folsom_St___	37.781804	-122.401012	0	0	0	0	1	100
3159	4th_St_&_Howard_St___	37.783036	-122.402548	0	0	0	0	1	100
3160	4th_St_&_Mission_St___	37.784259	-122.404117	0	0	0	0	1	100
3161	4th_St_&_Market_St___	37.785527	-122.405675	0	0	0	0	1	100
3163	4th_St_&_Townsend_St___	37.777109	-122.395135	0	0	0	0	1	100
3164	4TH_ST_&_TOWNSEND_ST	37.776894	-122.394895	0	0	0	0	1	100
3165	4th_St_&_Townsend_St___	37.77701	-122.394746	0	0	0	0	1	100
3166	5th_St_&_Brannan_St___	37.77654	-122.39857	0	0	0	0	1	100
3168	5th_St_&_Folsom_St___	37.78031	-122.40357	0	0	0	0	1	100
3169	5th_St_&_Harrison_St___	37.77931	-122.40205	0	0	0	0	1	100
3170	5th_St_&_Howard_St___	37.78145	-122.40475	0	0	0	0	1	100
3171	5th_St_&_Howard_St___	37.78123	-122.40474	0	0	0	0	1	100
3172	5th_St_&_Mission_St___	37.78296	-122.40665	0	0	0	0	1	100
3173	5th_St_&_Mission_St___	37.78277	-122.40665	0	0	0	0	1	100
3174	5th_St_&_Townsend_St___	37.77549	-122.39716	0	0	0	0	1	100
3177	6th_Ave_&_Balboa_St__	37.777146	-122.463918	0	0	0	0	1	100
3178	6th_Ave_&_Balboa_St__	37.776985	-122.46409	0	0	0	0	1	100
3181	6th_Ave_&_Clement_St__	37.783026	-122.464526	0	0	0	0	1	100
3182	6th_Ave_&_Cornwall_St__	37.784673	-122.46448	0	0	0	0	1	100
3183	6th_Ave_&_Fulton_St__	37.77397	-122.46371	0	0	0	0	1	100
3184	6th_Ave_&_Geary_Blvd__	37.780876	-122.464182	0	0	0	0	1	100
3185	6th_Ave_&_Geary_Blvd__	37.780768	-122.464354	0	0	0	0	1	100
3187	6th_St_&_Harrison_St___	37.77732	-122.40424	0	0	0	0	1	100
3188	1697_7th_Ave__	37.756597	-122.463741	0	0	0	0	1	100
3189	1697_7th_Ave	37.756767	-122.46357	0	0	0	0	1	100
3191	7th_St_&_Brannan_St___	37.773266	-122.403367	0	0	0	0	1	100
3192	7th_St_&_Folsom_St___	37.776703	-122.407675	0	0	0	0	1	100
3193	7th_St_&_Harrison_St___	37.77573	-122.40646	0	0	0	0	1	100
3194	7th_St_&_Howard_St___	37.777935	-122.409222	0	0	0	0	1	100
3195	7th_St_&_Mission_St___	37.779175	-122.410768	0	0	0	0	1	100
3196	7th_St_&_Market_St___	37.780309	-122.412395	0	0	0	0	1	100
3197	7th_St_&_Townsend_St___	37.772034	-122.401821	0	0	0	0	1	100
3200	8th_Ave_&_Cabrillo_St__	37.775022	-122.466095	0	0	0	0	1	100
3201	8th_Ave_&_Fulton_St__	37.773639	-122.465808	0	0	0	0	1	100
3202	8th_Ave_&_Fulton_St__	37.773478	-122.46598	0	0	0	0	1	100
3203	8th_St_&_Brannan_St___	37.771554	-122.405901	0	0	0	0	1	100
3204	8th_St_&_Bryant_St___	37.772536	-122.407127	0	0	0	0	1	100
3205	8th_St_&_Folsom_St___	37.774767	-122.409922	0	0	0	0	1	100
3206	8th_St_&_Harrison_St___	37.773536	-122.408376	0	0	0	0	1	100
3207	8th_St_&_Howard_St___	37.776222	-122.411755	0	0	0	0	1	100
3208	8th_St_&_Mission_St___	37.77724	-122.413027	0	0	0	0	1	100
3209	8th_St_&_Market_St___	37.778498	-122.414597	0	0	0	0	1	100
3210	8th_St_&_Townsend_St___	37.770161	-122.404126	0	0	0	0	1	100
3211	9th_Ave_&_Irving_St__	37.764288	-122.466241	0	0	0	0	1	100
3212	9th_Ave_&_Irving_St__	37.763913	-122.466241	0	0	0	0	1	100
3213	9th_Ave_&_Irving_St__	37.763797	-122.46639	0	0	0	0	1	100
3214	9th_Ave_&_Judah_St__	37.762093	-122.46608	0	0	0	0	1	100
3215	9th_Ave_&_Judah_St__	37.76204	-122.466241	0	0	0	0	1	100
3216	9th_Ave_&_Kirkham_St__	37.760407	-122.466149	0	0	0	0	1	100
3217	9th_Ave_&_Kirkham_St__	37.760237	-122.465954	0	0	0	0	1	100
3218	9th_Ave_&_Lawton_St__	37.758533	-122.466022	0	0	0	0	1	100
3219	9th_Ave_&_Lawton_St__	37.758364	-122.465827	0	0	0	0	1	100
3220	9th_Ave_&_Lincoln_Way__	37.76585	-122.466345	0	0	0	0	1	100
3221	9th_Ave_&_Lincoln_Way__	37.765689	-122.466517	0	0	0	0	1	100
3222	9th_Ave_&_Moraga_St__	37.756677	-122.465884	0	0	0	0	1	100
3223	9th_Ave_&_Moraga_St__	37.756508	-122.465689	0	0	0	0	1	100
3224	9th_Ave_&_Noriega_St__	37.754804	-122.465758	0	0	0	0	1	100
3225	9th_Ave_&_Noriega_St__	37.754634	-122.465551	0	0	0	0	1	100
3226	9th_Ave_&_Ortega_St__	37.752939	-122.465631	0	0	0	0	1	100
3229	9th_St_&_Avenue_H__	37.825196	-122.370063	0	0	0	0	1	100
3230	10th_Ave_&_Ortega_St__	37.752724	-122.466502	0	0	0	0	1	100
3231	10th_Ave_&_Pacheco_St__	37.75086	-122.466376	0	0	0	0	1	100
3232	10th_Ave_&_Pacheco_St__	37.750699	-122.466547	0	0	0	0	1	100
3233	10th_Ave_&_Quintara_St__	37.749325	-122.466261	0	0	0	0	1	100
3234	10th_Ave_&_Quintara_St__	37.749164	-122.466432	0	0	0	0	1	100
3235	11th_St_&_Bryant_St___	37.769807	-122.4113	0	0	0	0	1	100
3236	11th_St_&_Folsom_St___	37.77212	-122.41422	0	0	0	0	1	100
3237	11th_St_&_Folsom_St___	37.77159	-122.41381	0	0	0	0	1	100
3238	11th_St_&_Harrison_St___	37.77085	-122.41263	0	0	0	0	1	100
3239	11th_St_&_Harrison_St___	37.77036	-122.41227	0	0	0	0	1	100
3240	11th_St_&_Howard_St___	37.77333	-122.41573	0	0	0	0	1	100
3241	11th_St_&_Howard_St___	37.77283	-122.41538	0	0	0	0	1	100
3242	11th_St_&_Mission_St___	37.77457	-122.41732	0	0	0	0	1	100
3243	11th_St_&_Mission_St___	37.774038	-122.416891	0	0	0	0	1	100
3244	11th_St_&_Market_St___	37.7755	-122.41852	0	0	0	0	1	100
3245	11th_St_&_Market_St___	37.775368	-122.418575	0	0	0	0	1	100
3247	14th_Ave_&_Quintara_St___	37.74887	-122.47074	0	0	0	0	1	100
3248	14th_Ave_&_Santiago_St__	37.74503	-122.4703	0	0	0	0	1	100
3249	14th_Ave_&_Taraval_St__	37.7434	-122.4703	0	0	0	0	1	100
3250	14th_Ave_&_Taraval_St__	37.74317	-122.47017	0	0	0	0	1	100
3251	14th_Ave_&_Ulloa_St__	37.7416	-122.47004	0	0	0	0	1	100
3252	14th_Ave_&_Ulloa_St__	37.74153	-122.47018	0	0	0	0	1	100
3253	14th_St_&_Alpine_Ter__	37.767296	-122.437213	0	0	0	0	1	100
3254	14th_St_&_Church_St__	37.767768	-122.429088	0	0	0	0	1	100
3255	14th_St_&_Church_St__	37.76767	-122.42913	0	0	0	0	1	100
3256	14th_St_&_Castro_St__	37.76738	-122.43584	0	0	0	0	1	100
3257	14th_St_&_Castro_St__	37.76728	-122.43578	0	0	0	0	1	100
3258	14th_St_&_Noe_St__	37.76751	-122.43327	0	0	0	0	1	100
3259	14th_St_&_Noe_St__	37.7674	-122.43356	0	0	0	0	1	100
3260	14th_St_&_SANCHEZ_ST	37.76767	-122.431105	0	0	0	0	1	100
3261	14th_St_&_Sanchez_St__	37.767536	-122.431277	0	0	0	0	1	100
3262	15th_Ave_&_Noriega_St__	37.75411	-122.47217	0	0	0	0	1	100
3263	15th_Ave_&_Ortega_St__	37.75268	-122.47206	0	0	0	0	1	100
3264	15th_Ave_&_Pacheco_St__	37.75081	-122.47196	0	0	0	0	1	100
3265	15th_Ave_&_Quintara_St__	37.74891	-122.47183	0	0	0	0	1	100
3266	15th_Ave_&_Taraval_St__	37.743124	-122.471297	0	0	0	0	1	100
3267	15th_Ave_&_Taraval_St__	37.743069	-122.471405	0	0	0	0	1	100
3268	15th_Ave_&_Ulloa_St__	37.741525	-122.471192	0	0	0	0	1	100
3269	15th_Ave_&_Ulloa_St__	37.741484	-122.4713	0	0	0	0	1	100
3270	15th_Ave_&_West_Portal_Ave___	37.736387	-122.470381	0	0	0	0	1	100
3272	16th_Ave_&_Lawton_St___	37.75811	-122.47367	0	0	0	0	1	100
3273	16th_Ave_&_Lawton_St__	37.7593	-122.4737	0	0	0	0	1	100
3275	16th_Ave_&_Lomita_Ave__	37.75697	-122.47351	0	0	0	0	1	100
3276	16th_Ave_&_Moraga_St___	37.7563	-122.47361	0	0	0	0	1	100
3277	16th_Ave_&_Moraga_St__	37.75636	-122.47368	0	0	0	0	1	100
3278	16th_Ave_&_Noriega_St__	37.75425	-122.47321	0	0	0	0	1	100
3279	16th_Ave_&_Ortega_St__	37.7524	-122.47309	0	0	0	0	1	100
3280	16th_Ave_&_Pacheco_St__	37.75054	-122.47295	0	0	0	0	1	100
3281	16th_St_&_Bryant_St__	37.76572	-122.409812	0	0	0	0	1	100
3282	16th_St_&_Bryant_St__	37.765568	-122.410328	0	0	0	0	1	100
3283	16th_St_&_Church_St__	37.764579	-122.428523	0	0	0	0	1	100
3284	16th_St_&_Dolores_St__	37.764731	-122.426156	0	0	0	0	1	100
3285	16th_St_&_Dolores_St__	37.764575	-122.426579	0	0	0	0	1	100
3286	16th_St_&_Guerrero_St__	37.764853	-122.423959	0	0	0	0	1	100
3287	16th_St_&_Guerrero_St__	37.76472	-122.424256	0	0	0	0	1	100
3288	16th_St_&_Harrison_St__	37.765523	-122.412976	0	0	0	0	1	100
3289	16th_St_&_Harrison_St__	37.765377	-122.41329	0	0	0	0	1	100
3290	16th_St_&_Kansas_St__	37.765938	-122.403802	0	0	0	0	1	100
3291	16th_St_&_Mission_St__	37.765143	-122.4196	0	0	0	0	1	100
3292	16th_St_&_Mission_St__	37.76502	-122.41928	0	0	0	0	1	100
3293	16th_St_&_Mission_St__	37.764983	-122.419835	0	0	0	0	1	100
3295	16th_St_&_Potrero_Ave__	37.765862	-122.407669	0	0	0	0	1	100
3296	16th_St_&_Potrero_Ave__	37.765701	-122.407646	0	0	0	0	1	100
3297	16th_St_&_San_Bruno_Ave__	37.765861	-122.405515	0	0	0	0	1	100
3299	16th_St_&_Shotwell_St__	37.765218	-122.416048	0	0	0	0	1	100
3300	16th_St_&_Valencia_St__	37.764987	-122.421746	0	0	0	0	1	100
3301	16th_St_&_Valencia_St__	37.764849	-122.422056	0	0	0	0	1	100
3302	16th_St_&_Vermont_St__	37.766039	-122.40469	0	0	0	0	1	100
3304	17th_Ave_&_Rivera_St__	37.74698	-122.47391	0	0	0	0	1	100
3305	17th_Ave_&_Rivera_St__	37.746745	-122.473707	0	0	0	0	1	100
3306	17th_Ave_&_Santiago_St__	37.74511	-122.47374	0	0	0	0	1	100
3307	17th_St_&_Belvedere_St__	37.76176	-122.44768	0	0	0	0	1	100
3308	Church_St_&_18th_St	37.76281	-122.4285	0	0	0	0	1	100
3309	17th_St_&_Clayton_St__	37.761854	-122.446702	0	0	0	0	1	100
3310	17th_St_&_Cole_St__	37.76168	-122.44898	0	0	0	0	1	100
3311	17th_St_&_Castro_St__	37.76252	-122.434866	0	0	0	0	1	100
3312	17th_St_&_De_Haro_St__	37.764904	-122.401451	0	0	0	0	1	100
3313	17th_St_&_De_Haro_St__	37.764771	-122.401711	0	0	0	0	1	100
3314	17th_St_&_Diamond_St__	37.762415	-122.437489	0	0	0	0	1	100
3317	17th_St_&_Kansas_St__	37.764817	-122.403476	0	0	0	0	1	100
3318	17th_St_&_Noe_St_	37.762645	-122.432991	0	0	0	0	1	100
3319	17th_St_&_Wisconsin_St__	37.764991	-122.399982	0	0	0	0	1	100
3320	17th_St_&_Wisconsin_St__	37.764929	-122.399284	0	0	0	0	1	100
3321	18th_St_&_3rd_St__	37.762992	-122.388925	0	0	0	0	1	100
3322	18th_St_&_Church_St__	37.76137	-122.428195	0	0	0	0	1	100
3323	18th_St_&_Church_St__	37.761245	-122.428138	0	0	0	0	1	100
3324	18th_St_&_Connecticut_St__	37.76258	-122.397352	0	0	0	0	1	100
3325	18th_St_&_Castro_St__	37.760952	-122.435151	0	0	0	0	1	100
3326	18th_St_&_Castro_St__	37.760845	-122.434842	0	0	0	0	1	100
3327	18th_St_&_Danvers_St__	37.760355	-122.44354	0	0	0	0	1	100
3328	18th_St_&_Danvers_St__	37.76024	-122.44349	0	0	0	0	1	100
3329	18th_St_&_Diamond_St__	37.760702	-122.437294	0	0	0	0	1	100
3330	18th_St_&_Dolores_St__	37.761486	-122.426236	0	0	0	0	1	100
3331	18th_St_&_Dolores_St__	37.761388	-122.425927	0	0	0	0	1	100
3332	18th_St_&_Eureka_St__	37.760765	-122.438154	0	0	0	0	1	100
3333	18th_St_&_Guerrero_St__	37.761619	-122.423955	0	0	0	0	1	100
3334	18th_St_&_Guerrero_St__	37.761521	-122.423646	0	0	0	0	1	100
3335	18th_St_&_Hattie_St__	37.760586	-122.441087	0	0	0	0	1	100
3336	18th_St_&_Hattie_St__	37.760488	-122.440778	0	0	0	0	1	100
3337	18th_St_&_Minnesota_St__	37.762874	-122.390848	0	0	0	0	1	100
3338	18th_St_&_Mission_St__	37.761895	-122.419509	0	0	0	0	1	100
3339	18th_St_&_Market_St__	37.759792	-122.444445	0	0	0	0	1	100
3340	18th_St_&_Noe_St__	37.761094	-122.432688	0	0	0	0	1	100
3341	18th_St_&_Noe_St__	37.76096	-122.432905	0	0	0	0	1	100
3342	18th_St_&_Pennsylvania_Ave__	37.762828	-122.393471	0	0	0	0	1	100
3343	18th_St_&_Pennsylvania_Ave__	37.762732	-122.39322	0	0	0	0	1	100
3344	18th_St_&_Sanchez_St__	37.761228	-122.430464	0	0	0	0	1	100
3345	18th_St_&_Sanchez_St__	37.761094	-122.430682	0	0	0	0	1	100
3346	18th_St_&_Texas_St__	37.762701	-122.395422	0	0	0	0	1	100
3347	18th_St_&_Texas_St__	37.762621	-122.39516	0	0	0	0	1	100
3348	18th_St_&_Valencia_St__	37.761762	-122.421732	0	0	0	0	1	100
3349	18th_St_&_Valencia_St__	37.761663	-122.421423	0	0	0	0	1	100
3352	19th_Ave_&_Buckingham_Way__	37.725785	-122.475051	0	0	0	0	1	100
3354	19th_Ave_&_Eucalyptus_Dr__	37.731175	-122.474962	0	0	0	0	1	100
3355	19th_Ave_&_Eucalyptus_Dr__	37.73097	-122.47472	0	0	0	0	1	100
3356	19th_Ave_&_Holloway_Ave__	37.72111	-122.475302	0	0	0	0	1	100
3357	19TH_AVE_&_Holloway_Ave	37.72094	-122.475004	0	0	0	0	1	100
3358	19th_Ave_&_Holloway_Ave__	37.721074	-122.475233	0	0	0	0	1	100
3359	19th_Ave_&_Irving_St__	37.76368	-122.47731	0	0	0	0	1	100
3360	19th_Ave_&_Irving_St__	37.76343	-122.47704	0	0	0	0	1	100
3361	19th_Ave_&_Junipero_Serra_Blvd_	37.716889	-122.472275	0	0	0	0	1	100
3362	19th_Ave_&_Junipero_Serra_Blvd_	37.71805	-122.47318	0	0	0	0	1	100
3363	19th_Ave_&_Junipero_Serra_Blvd_	37.717323	-122.47297	0	0	0	0	1	100
3364	19th_Ave_&_Judah_St__	37.76158	-122.47687	0	0	0	0	1	100
3365	19th_Ave_&_Judah_St__	37.7614	-122.47711	0	0	0	0	1	100
3366	19th_Ave_&_Kirkham_St__	37.76015	-122.47671	0	0	0	0	1	100
3367	19th_Ave_&_Kirkham_St__	37.75995	-122.47695	0	0	0	0	1	100
3368	19th_Ave_&_Lawton_St__	37.75786	-122.47654	0	0	0	0	1	100
3369	19th_Ave_&_Lawton_St__	37.757889	-122.476782	0	0	0	0	1	100
3370	19th_Ave_&_Lincoln_Way__	37.765214	-122.477197	0	0	0	0	1	100
3371	19th_Ave_&_Lincoln_Way__	37.765375	-122.477404	0	0	0	0	1	100
3372	19th_Ave_&_Moraga_St__	37.75622	-122.47669	0	0	0	0	1	100
3373	19th_Ave_&_Moraga_St__	37.75599	-122.47642	0	0	0	0	1	100
3374	19th_Ave_&_Noriega_St__	37.75412	-122.47629	0	0	0	0	1	100
3375	19th_Ave_&_Noriega_St__	37.75392	-122.47653	0	0	0	0	1	100
3376	19th_Ave_&_Randolph_St__	37.7162	-122.47167	0	0	0	0	1	100
3377	19th_Ave_&_Ocean_Ave__	37.73279	-122.4751	0	0	0	0	1	100
3378	19th_Ave_&_Ocean_Ave__	37.73212	-122.4748	0	0	0	0	1	100
3379	19th_Ave_&_Ortega_St__	37.75272	-122.47619	0	0	0	0	1	100
3380	19th_Ave_&_Ortega_St__	37.75206	-122.4764	0	0	0	0	1	100
3381	19th_Ave_&_Pacheco_St__	37.7504	-122.47603	0	0	0	0	1	100
3382	19th_Ave_&_Pacheco_St__	37.7502	-122.47627	0	0	0	0	1	100
3383	19th_Ave_&_Quintara_St__	37.74853	-122.4759	0	0	0	0	1	100
3384	19th_Ave_&_Quintara_St__	37.7483	-122.47614	0	0	0	0	1	100
3385	19th_Ave_&_Randolph_St___	37.714282	-122.469618	0	0	0	0	1	100
3387	19th_Ave_&_Randolph_St___	37.714443	-122.469998	0	0	0	0	1	100
3388	19th_Ave_&_Rivera_St__	37.74667	-122.47577	0	0	0	0	1	100
3389	19th_Ave_&_Rivera_St__	37.74647	-122.47601	0	0	0	0	1	100
3390	19th_Ave_&_Sloat_Blvd__	37.734556	-122.475203	0	0	0	0	1	100
3391	19th_Ave_&_Sloat_Blvd__	37.734717	-122.474974	0	0	0	0	1	100
3392	19th_Ave_&_Santiago_St__	37.74524	-122.47567	0	0	0	0	1	100
3393	19th_Ave_&_Santiago_St__	37.74507	-122.4759	0	0	0	0	1	100
3394	19th_Ave_&_Taraval_St__	37.74331	-122.47554	0	0	0	0	1	100
3395	19th_Ave_&_Taraval_St__	37.74318	-122.47578	0	0	0	0	1	100
3396	19th_Ave_&_Ulloa_St__	37.74149	-122.47543	0	0	0	0	1	100
3397	19th_Ave_&_Ulloa_St__	37.74129	-122.47568	0	0	0	0	1	100
3398	19th_Ave_&_Vicente_St__	37.7392	-122.47528	0	0	0	0	1	100
3399	19th_Ave_&_Vicente_St__	37.73901	-122.47553	0	0	0	0	1	100
3400	19th_Ave_&_Wawona_St__	37.73757	-122.47542	0	0	0	0	1	100
3401	19th_Ave_&_Wawona_St__	37.73734	-122.47515	0	0	0	0	1	100
3402	19th_Ave_&_Winston_Dr__	37.72719	-122.47468	0	0	0	0	1	100
